name,actual ,predict,accuracy,sensitivity,specificity,accuracy
MCH,19,19,1,1,1,1
V-SNARE_C,13,13,1,1,1,1
Pro-kuma_activ,10,10,1,1,1,1
TSP_1,58,58,1,1,1,1
YdjC,22,22,1,1,1,1
MMR_HSR1,854,852,1,1,1,1
GFA,17,17,1,1,1,1
CheR_N,13,13,1,1,1,1
LamB_YcsF,90,90,1,1,1,1
IMS_C,35,35,1,1,1,1
SmpB,245,245,1,1,1,1
DHHC,78,78,1,1,1,1
Lipase_GDSL_2,17,17,1,1,1,1
ACR_tran,19,19,1,1,1,1
Viral_helicase1,18,18,1,1,1,1
Dirigent,16,16,1,1,1,1
Tudor-knot,22,22,1,1,1,1
LRRNT_2,12,12,1,1,1,1
RMMBL,26,26,1,1,1,1
ATP1G1_PLM_MAT8,10,10,1,1,1,1
MatE,89,89,1,1,1,1
Sod_Cu,57,57,1,1,1,1
MutH,18,18,1,1,1,1
Pyr_redox_2,241,241,1,1,1,1
Pyr_redox_3,14,14,1,1,1,1
GPS,12,12,1,1,1,1
NIL,102,102,1,1,1,1
PTA_PTB,23,23,1,1,1,1
Patched,18,18,1,1,1,1
Mqo,72,72,1,1,1,1
Ferric_reduct,33,33,1,1,1,1
Tfb5,10,10,1,1,1,1
UPF0181,18,18,1,1,1,1
DUF2603,12,12,1,1,1,1
Thioredoxin_4,11,11,1,1,1,1
Thioredoxin_7,20,20,1,1,1,1
Glyco_trans_2_3,14,14,1,1,1,1
IlvC,34,34,1,1,1,1
Thioredoxin_2,10,10,1,1,1,1
DHFR_1,25,25,1,1,1,1
DUF3808,23,23,1,1,1,1
TrkA_N,25,25,1,1,1,1
tRNA_Me_trans,315,315,1,1,1,1
DnaJ,60,60,1,1,1,1
PHO4,20,20,1,1,1,1
Transgly,63,63,1,1,1,1
DOT1,13,13,1,1,1,1
Rubrerythrin,18,18,1,1,1,1
DNA_pack_N,12,12,1,1,1,1
PX,59,59,1,1,1,1
OrfB_Zn_ribbon,13,13,1,1,1,1
HECT,13,13,1,1,1,1
Vps4_C,22,22,1,1,1,1
Ribosomal_S13,253,253,1,1,1,1
Ribosomal_S10,100,100,1,1,1,1
IstB_IS21,10,10,1,1,1,1
Ribosomal_S16,236,236,1,1,1,1
Ribosomal_S17,220,220,1,1,1,1
Ribosomal_S14,202,202,1,1,1,1
SURF1,10,10,1,1,1,1
PH,106,106,1,1,1,1
Ribosomal_S19,196,196,1,1,1,1
TetR_C_6,12,12,1,1,1,1
Kelch_3,12,12,1,1,1,1
Kelch_2,11,11,1,1,1,1
Kelch_6,13,13,1,1,1,1
BCIP,16,16,1,1,1,1
Kelch_4,12,12,1,1,1,1
EFP,76,76,1,1,1,1
Proton_antipo_N,42,42,1,1,1,1
ATP-synt_DE,36,36,1,1,1,1
PEPCK_ATP,76,76,1,1,1,1
OPT,10,10,1,1,1,1
SPRY,44,44,1,1,1,1
PsaA_PsaB,24,24,1,1,1,1
RNB,19,19,1,1,1,1
DPBB_1,19,19,1,1,1,1
Yip1,16,16,1,1,1,1
LCM,89,89,1,1,1,1
PhoLip_ATPase_N,17,17,1,1,1,1
Inhibitor_I29,15,15,1,1,1,1
MHC_II_alpha,14,14,1,1,1,1
TOBE_3,23,23,1,1,1,1
TOBE_2,111,111,1,1,1,1
PTS_EIIC,38,38,1,1,1,1
Kunitz_BPTI,18,18,1,1,1,1
TNFR_c6,32,32,1,1,1,1
eIF3_p135,22,22,1,1,1,1
NhaB,34,34,1,1,1,1
NQR2_RnfD_RnfE,43,43,1,1,1,1
OppC_N,17,17,1,1,1,1
C1-set,61,61,1,1,1,1
SCP2,12,12,1,1,1,1
Sdh5,29,29,1,1,1,1
Mannosyl_trans,14,14,1,1,1,1
NOP5NT,17,17,1,1,1,1
Tautomerase,21,21,1,1,1,1
Ribosomal_L2,87,87,1,1,1,1
TYW3,13,13,1,1,1,1
Pribosyltran_N,27,27,1,1,1,1
Metallophos,295,295,1,1,1,1
zf-C4,48,48,1,1,1,1
MCM_N,14,14,1,1,1,1
DUF1744,11,11,1,1,1,1
MORN,22,22,1,1,1,1
ABC1,49,49,1,1,1,1
COX15-CtaA,70,70,1,1,1,1
Sec_GG,52,52,1,1,1,1
Sina,12,12,1,1,1,1
Ribosom_S12_S23,115,115,1,1,1,1
Ribosomal_L27,199,199,1,1,1,1
Ribosomal_L20,198,198,1,1,1,1
DUF1414,24,24,1,1,1,1
Rieske,40,40,1,1,1,1
ADP_PFK_GK,11,11,1,1,1,1
HOOK,14,14,1,1,1,1
RibD_C,22,22,1,1,1,1
Ribosomal_L23,241,241,1,1,1,1
Orn_Arg_deC_N,34,34,1,1,1,1
Zn_ribbon_17,15,15,1,1,1,1
TAL_FSA,208,208,1,1,1,1
PPE,31,31,1,1,1,1
COX2,14,14,1,1,1,1
COX3,42,42,1,1,1,1
Urocanase,18,18,1,1,1,1
COX1,27,27,1,1,1,1
PPR,119,119,1,1,1,1
MBT,11,11,1,1,1,1
GAF,31,31,1,1,1,1
zf-Sec23_Sec24,20,20,1,1,1,1
Sec16_C,13,13,1,1,1,1
ATP-synt_DE_N,238,237,1,1,1,1
Thi4,10,10,1,1,1,1
Alg14,10,10,1,1,1,1
UbiD,49,49,1,1,1,1
MTD,13,13,1,1,1,1
ParBc,33,33,1,1,1,1
PIN_5,23,23,1,1,1,1
Terpene_synth_C,55,55,1,1,1,1
SpoU_methylase,29,29,1,1,1,1
Herpes_UL52,18,18,1,1,1,1
LRR_2,97,97,1,1,1,1
Ribonuc_L-PSP,30,30,1,1,1,1
ARD,76,76,1,1,1,1
Frataxin_Cyay,60,60,1,1,1,1
UPF0223,19,19,1,1,1,1
PRA1,18,18,1,1,1,1
zf-RING_2,63,63,1,1,1,1
zf-RING_5,10,10,1,1,1,1
Thioesterase,20,20,1,1,1,1
TIM,242,242,1,1,1,1
Amidohydro_3,11,11,1,1,1,1
DUF111,40,40,1,1,1,1
Amidohydro_1,479,478,1,1,1,1
TIG,50,50,1,1,1,1
Presenilin,11,11,1,1,1,1
Ank_5,26,26,1,1,1,1
OMPdecase,254,254,1,1,1,1
Ank_2,247,247,1,1,1,1
Methylase_S,17,17,1,1,1,1
Ribosomal_L14,154,154,1,1,1,1
Ribosomal_L17,221,221,1,1,1,1
PS_Dcarbxylase,187,187,1,1,1,1
Ribosomal_L10,277,277,1,1,1,1
Ribosomal_L13,215,215,1,1,1,1
Acyl-CoA_dh_N,31,31,1,1,1,1
ProRS-C_1,14,14,1,1,1,1
Acyl-CoA_dh_M,13,13,1,1,1,1
Ribosomal_L19,200,200,1,1,1,1
Ribosomal_L18,21,21,1,1,1,1
DMRL_synthase,240,240,1,1,1,1
YfiO,10,10,1,1,1,1
LPG_synthase_TM,15,15,1,1,1,1
SAM_MT,66,66,1,1,1,1
Acyl_transf_3,16,16,1,1,1,1
His_kinase,10,10,1,1,1,1
Ubie_methyltran,94,94,1,1,1,1
Pyrophosphatase,47,47,1,1,1,1
GntR,27,27,1,1,1,1
Nitroreductase,49,49,1,1,1,1
EF1_GNE,46,46,1,1,1,1
Pep_M12B_propep,27,27,1,1,1,1
Glyco_transf_15,12,12,1,1,1,1
CRCB,278,278,1,1,1,1
B5,38,38,1,1,1,1
DAGAT,10,10,1,1,1,1
DUF615,38,38,1,1,1,1
B3,79,79,1,1,1,1
FAD_binding_7,25,25,1,1,1,1
Pur_ac_phosph_N,15,15,1,1,1,1
FAD_binding_5,15,15,1,1,1,1
FAD_binding_4,83,83,1,1,1,1
FAD_binding_3,115,115,1,1,1,1
FAD_binding_2,29,29,1,1,1,1
SLAC1,10,10,1,1,1,1
Suf,15,15,1,1,1,1
GCS2,88,88,1,1,1,1
eIF-3_zeta,22,22,1,1,1,1
Orn_DAP_Arg_deC,39,39,1,1,1,1
ATP_bind_2,219,219,1,1,1,1
ATP_bind_3,134,134,1,1,1,1
ATP_bind_1,14,14,1,1,1,1
BATS,16,16,1,1,1,1
14-3-3,11,11,1,1,1,1
ROK,31,31,1,1,1,1
Rep_fac_C,40,40,1,1,1,1
Glyco_hydro_38C,16,16,1,1,1,1
Meth_synt_1,22,22,1,1,1,1
Ribosomal_L30_N,11,11,1,1,1,1
zf-C2H2_jaz,13,13,1,1,1,1
Ribonuclease_3,67,67,1,1,1,1
FDX-ACB,28,28,1,1,1,1
CobD_Cbib,35,35,1,1,1,1
Torus,13,13,1,1,1,1
RRM_1,342,342,1,1,1,1
RNA_pol_Rpb6,210,210,1,1,1,1
TRAPP,10,10,1,1,1,1
Flavokinase,24,24,1,1,1,1
NifU_N,17,17,1,1,1,1
Ribonuclease_P,201,201,1,1,1,1
PGM_PMM_III,19,19,1,1,1,1
UPF0102,238,238,1,1,1,1
Indigoidine_A,38,38,1,1,1,1
PLAT,46,46,1,1,1,1
TAF4,12,12,1,1,1,1
ABC_membrane,43,43,1,1,1,1
Ribosomal_S11,124,124,1,1,1,1
Crystall,13,13,1,1,1,1
Ribosomal_S27,27,27,1,1,1,1
T-box,18,18,1,1,1,1
Ribosomal_S25,11,11,1,1,1,1
CRAL_TRIO,18,18,1,1,1,1
FecCD,31,31,1,1,1,1
Trm56,37,37,1,1,1,1
DRE2_N,35,35,1,1,1,1
Ndc80_HEC,10,10,1,1,1,1
HlyD_D23,27,27,1,1,1,1
Ribosomal_L11,171,171,1,1,1,1
WD40,898,897,1,1,1,1
Haemolytic,223,223,1,1,1,1
DUF986,12,12,1,1,1,1
TMP-TENI,173,173,1,1,1,1
zf-CCCH,60,60,1,1,1,1
Sigma70_r4_2,14,14,1,1,1,1
PMT,16,16,1,1,1,1
GRAS,17,17,1,1,1,1
tRNA_bind,237,237,1,1,1,1
Class_IIIsignal,10,10,1,1,1,1
Alpha-L-AF_C,13,13,1,1,1,1
ArsA_ATPase,42,42,1,1,1,1
Herpes_VP19C,11,11,1,1,1,1
DUF188,106,106,1,1,1,1
CUB,29,29,1,1,1,1
IMPDH,66,66,1,1,1,1
Ribosomal_S15,277,277,1,1,1,1
PDR_CDR,22,22,1,1,1,1
MecA,29,29,1,1,1,1
7TM_GPCR_Srb,10,10,1,1,1,1
FliD_N,14,14,1,1,1,1
PPR_long,14,14,1,1,1,1
Ribosomal_S27e,21,21,1,1,1,1
MCPsignal,27,27,1,1,1,1
PTR2,50,50,1,1,1,1
zf-C3HC4_2,29,29,1,1,1,1
Phosphodiest,20,20,1,1,1,1
eRF1_3,72,72,1,1,1,1
DUF520,132,132,1,1,1,1
ChlI,12,12,1,1,1,1
Metallothio,10,10,1,1,1,1
HSCB_C,50,50,1,1,1,1
DAN,12,12,1,1,1,1
DAO,104,104,1,1,1,1
DUF3552,37,37,1,1,1,1
MinC_N,57,57,1,1,1,1
Hydrolase_3,55,55,1,1,1,1
Alb1,10,10,1,1,1,1
UDPGP,16,16,1,1,1,1
UDPGT,141,141,1,1,1,1
FNIP,15,15,1,1,1,1
Hfq,42,42,1,1,1,1
PEPcase_2,21,21,1,1,1,1
Claudin_2,12,12,1,1,1,1
GGACT,16,16,1,1,1,1
FSH1,13,13,1,1,1,1
GGDEF,21,21,1,1,1,1
FBPase_glpX,13,13,1,1,1,1
PhosphMutase,36,36,1,1,1,1
Alba,21,21,1,1,1,1
Myosin_N,16,16,1,1,1,1
AAA_18,46,46,1,1,1,1
SRA1,10,10,1,1,1,1
Turandot,13,13,1,1,1,1
zf-C4_Topoisom,26,26,1,1,1,1
AAA_12,14,14,1,1,1,1
AAA_11,11,11,1,1,1,1
AAA_17,63,63,1,1,1,1
AAA_15,11,11,1,1,1,1
Peptidase_M17_N,177,176,0.99,0.56,1,1
zf-C2H2,423,419,0.99,0.77,1,1
LRR_8,270,267,0.99,0.92,1,1
Ribonucleas_3_3,172,171,0.99,0.99,1,1
HHH_2,174,173,0.99,0.99,1,1
UPF0020,70,69,0.99,1,1,1
RuvA_N,285,283,0.99,1,1,1
tRNA_synt_2f,135,134,0.99,1,1,1
Semialdhyde_dhC,198,197,0.99,1,1,1
S-AdoMet_synt_N,141,140,0.99,1,1,1
Ligase_CoA,112,111,0.99,1,1,1
BTB,78,77,0.99,1,1,1
ABC_tran,1303,1292,0.99,1,1,1
Ribosomal_S2,260,258,0.99,1,1,1
HD,111,110,0.99,1,1,1
PP-binding,198,197,0.99,1,1,1
DnaA_N,163,162,0.99,1,1,1
Peptidase_M24,164,162,0.99,1,1,1
Transketolase_C,93,92,0.99,1,1,1
RimM,307,305,0.99,1,1,1
ADH_zinc_N,158,157,0.99,1,1,1
DapB_N,257,254,0.99,1,1,1
MurB_C,204,202,0.99,1,1,1
LpxD,165,164,0.99,1,1,1
Collagen,123,122,0.99,1,1,1
F-box,171,169,0.99,1,1,1
tRNA-synt_1e,332,330,0.99,1,1,1
NTP_transf_3,343,341,0.99,1,1,1
SIS,133,132,0.99,1,1,1
LON_substr_bdg,116,115,0.99,1,1,1
Ala_racemase_N,171,170,0.99,1,1,1
tRNA-synt_2,122,121,0.99,1,1,1
MutL_C,179,178,0.99,1,1,1
TruB_N,230,227,0.99,1,1,1
TPR_8,90,89,0.99,1,1,1
Enolase_N,275,273,0.99,1,1,1
TrmE_N,273,270,0.99,1,1,1
DNA_ligase_A_N,85,84,0.99,1,1,1
RNA_pol_L,208,205,0.99,1,1,1
IF3_N,95,94,0.99,1,1,1
AMP-binding_C,153,152,0.99,1,1,1
Hexapep,181,180,0.99,1,1,1
ThiF,90,89,0.99,1,1,1
THF_DHG_CYH_C,338,334,0.99,1,1,1
Helicase_C,469,463,0.99,1,1,1
MGS,270,264,0.98,0.96,1,1
RuBisCO_large_N,41,40,0.98,0.98,1,1
zf-C3HC4_3,57,56,0.98,0.98,1,1
Cu-oxidase_3,45,44,0.98,0.99,1,1
DnaJ_CXXCXGXG,223,219,0.98,1,1,1
DALR_1,45,44,0.98,1,1,1
fn3,96,94,0.98,1,1,1
GIDA,125,122,0.98,1,1,1
Shikimate_DH,263,258,0.98,1,1,1
TOBE,49,48,0.98,1,1,1
Molydop_binding,54,53,0.98,1,1,1
Formyl_trans_C,41,40,0.98,1,1,1
MutS_IV,48,47,0.98,1,1,1
DUF3410,50,49,0.98,1,1,1
ig,43,42,0.98,1,1,1
tRNA-synt_1b,283,278,0.98,1,1,1
NTP_transf_2,65,64,0.98,1,1,1
VWA,43,42,0.98,1,1,1
DHHA1,54,53,0.98,1,1,1
Shikimate_dh_N,217,213,0.98,1,1,1
Ig_2,61,60,0.98,1,1,1
tRNA-synt_1g,108,106,0.98,1,1,1
Enolase_C,51,50,0.98,1,1,1
APS_kinase,50,49,0.98,1,1,1
HGTP_anticodon,124,121,0.98,1,1,1
Patatin,66,65,0.98,1,1,1
IlvN,200,197,0.98,1,1,1
AA_permease,41,40,0.98,1,1,1
I-set,94,92,0.98,1,1,1
Meth_synt_2,86,84,0.98,1,1,1
KH_1,92,89,0.97,0.95,1,1
cNMP_binding,32,31,0.97,0.96,1,1
PS-DH,63,61,0.97,0.97,1,1
WW,38,37,0.97,0.99,1,1
DNA_ligase_OB,31,30,0.97,0.99,1,1
IF-2,63,61,0.97,1,1,1
IF2_N,261,254,0.97,1,1,1
PCI,103,100,0.97,1,1,1
SAM_2,31,30,0.97,1,1,1
HATPase_c,106,103,0.97,1,1,1
Alpha-amylase,36,35,0.97,1,1,1
Aldedh,454,442,0.97,1,1,1
HATPase_c_3,39,38,0.97,1,1,1
AAA,118,115,0.97,1,1,1
Ank,73,71,0.97,1,1,1
Kazal_2,24,23,0.96,0.65,1,1
Pescadillo_N,27,26,0.96,0.98,1,1
Cadherin,112,107,0.96,1,1,1
PDDEXK_1,53,51,0.96,1,1,1
Ig_3,114,109,0.96,1,1,1
LRR_1,26,25,0.96,1,1,1
Bac_DnaA_C,26,25,0.96,1,1,1
Ribonuc_red_lgN,26,25,0.96,1,1,1
Ldl_recept_b,24,23,0.96,1,1,1
GATase_5,117,112,0.96,1,1,1
GAD,25,24,0.96,1,1,1
PHP,76,73,0.96,1,1,1
MutS_III,68,65,0.96,1,1,1
Methyltrans_SAM,24,23,0.96,1,1,1
Thioredoxin_6,26,25,0.96,1,1,1
RNase_PH_C,267,256,0.96,1,1,1
TIR,46,44,0.96,1,1,1
Ank_4,49,47,0.96,1,1,1
RCC1,26,25,0.96,1,1,1
Glyco_hydro_3_C,44,42,0.95,0.94,1,1
PA,19,18,0.95,0.98,1,1
TPR_12,43,41,0.95,1,1,1
TGF_beta,20,19,0.95,1,1,1
Radical_SAM,1040,990,0.95,1,1,1
Ketoacyl-synt_C,21,20,0.95,1,1,1
CPSase_L_D2,19,18,0.95,1,1,1
LAGLIDADG_3,21,20,0.95,1,1,1
Glyco_hydro_35,22,21,0.95,1,1,1
RVT_1,19,18,0.95,1,1,1
Myosin_TH1,20,19,0.95,1,1,1
Molybdopterin,22,21,0.95,1,1,1
AIRS_C,434,413,0.95,1,1,1
Laminin_G_2,41,39,0.95,1,1,1
DHquinase_I,77,73,0.95,1,1,1
ThiC_Rad_SAM,96,91,0.95,1,1,1
Thiolase_C,17,16,0.94,0.94,1,1
tRNA-synt_2c,129,121,0.94,0.95,1,1
F5_F8_type_C,17,16,0.94,0.96,1,1
Arg_tRNA_synt_N,18,17,0.94,1,1,1
WH2,18,17,0.94,1,1,1
Hemopexin,16,15,0.94,1,1,1
ABC2_membrane,18,17,0.94,1,1,1
Guanylate_cyc,16,15,0.94,1,1,1
Kringle,17,16,0.94,1,1,1
ResIII,77,72,0.94,1,1,1
SAT,14,13,0.93,1,1,1
S-AdoMet_synt_C,14,13,0.93,1,1,1
Ldl_recept_a,28,26,0.93,1,1,1
PAN_1,14,13,0.93,1,1,1
GMP_synt_C,15,14,0.93,1,1,1
LeuA_dimer,150,139,0.93,1,1,1
EGF,42,39,0.93,1,1,1
NACHT,14,13,0.93,1,1,1
IF2_assoc,29,27,0.93,1,1,1
tRNA_SAD,361,331,0.92,1,1,1
zf-FPG_IleRS,336,310,0.92,1,1,1
GlutR_dimer,13,12,0.92,1,1,1
UVR,66,61,0.92,1,1,1
HAS-barrel,12,11,0.92,1,1,1
Glyco_hydro_31,12,11,0.92,1,1,1
Sec63,12,11,0.92,1,1,1
Glyco_hydro_3,51,47,0.92,1,1,1
GRAM,11,10,0.91,0.98,1,1
LepA_C,150,136,0.91,1,1,1
Anticodon_1,68,62,0.91,1,1,1
Acyl_transf_1,11,10,0.91,1,1,1
MHC_I_C,11,10,0.91,1,1,1
eIF2A,10,9,0.9,0.98,1,1
ILVD_EDD,208,187,0.9,1,1,1
E1-E2_ATPase,21,19,0.9,1,1,1
tRNA_anti-codon,634,573,0.9,1,1,1
Cpn60_TCP1,305,273,0.9,1,1,1
Val_tRNA-synt_C,126,113,0.9,1,1,1
Acyl-CoA_dh_1,10,9,0.9,1,1,1
NAD_synthase,348,313,0.9,1,1,1
Myosin_head,19,17,0.89,1,1,1
TPR_10,16,14,0.88,1,1,1
GTP_EFTU,289,255,0.88,1,1,1
ANF_receptor,24,21,0.88,1,1,1
tRNA-synt_1,231,203,0.88,1,1,1
Arginosuc_synth,187,165,0.88,1,1,1
PNPase,49,43,0.88,1,1,1
AAA_2,61,53,0.87,1,1,1
RNase_PH,57,49,0.86,1,1,1
EFG_C,47,40,0.85,1,1,1
GATase,598,504,0.84,1,1,1
UvrC_HhH_N,229,189,0.83,1,1,1
Chorismate_synt,273,226,0.83,1,1,1
GTP_EFTU_D2,458,374,0.82,1,1,1
ATP-synt_ab,26,21,0.81,1,1,1
UvrB,136,110,0.81,1,1,1
Cadherin_C,10,8,0.8,1,1,1
S1,293,231,0.79,0.9,1,1
EFG_II,14,11,0.79,1,1,1
GTP_EFTU_D3,148,116,0.78,1,1,1
CPSase_L_D3,35,27,0.77,0.9,1,1
HSP70,315,244,0.77,1,1,1
ATP-synt_ab_C,133,101,0.76,1,1,1
Bac_surface_Ag,12,9,0.75,1,1,1
MutS_II,12,9,0.75,1,1,1
DPPIV_N,12,9,0.75,1,1,1
Aminotran_3,429,319,0.74,1,1,1
RNA_pol_Rpb1_1,11,8,0.73,1,1,1
MutS_V,218,158,0.72,0.94,1,1
Trigger_N,303,217,0.72,1,1,1
Adenylsucc_synt,299,214,0.72,1,1,1
hEGF,21,15,0.71,1,1,1
ClpB_D2-small,280,197,0.7,1,1,1
RNA_pol_Rpb1_5,301,207,0.69,1,1,1
Amidase,286,194,0.68,1,1,1
tRNA-synt_1_2,311,211,0.68,1,1,1
ATP-synt_ab_N,507,339,0.67,1,1,1
EFG_IV,39,26,0.67,1,1,1
RNA_pol_Rpb2_2,62,41,0.66,1,1,1
Mur_ligase_M,617,406,0.66,1,1,1
SecA_DEAD,17,11,0.65,0.99,1,1
SecA_PP_bind,34,22,0.65,1,1,1
tRNA-synt_1d,339,216,0.64,1,1,1
SecA_SW,333,212,0.64,1,1,1
Ribosomal_L1,251,161,0.64,1,1,1
PGM_PMM_IV,349,220,0.63,1,1,1
RNA_pol_Rpb2_6,138,87,0.63,1,1,1
Glycos_transf_4,248,154,0.62,1,1,1
RNA_pol_Rpb2_7,77,47,0.61,1,1,1
GDC-P,229,137,0.6,1,1,1
PGI,225,134,0.6,1,1,1
IPPT,393,228,0.58,1,1,1
Cadherin_2,16,9,0.56,1,1,1
GatB_Yqey,312,171,0.55,1,1,1
EF_TS,348,181,0.52,1,1,1
RNA_pol_Rpb1_3,77,40,0.52,1,1,1
SHMT,293,152,0.52,1,1,1
RNA_pol_Rpb2_45,84,44,0.52,1,1,1
Ribosomal_L3,363,186,0.51,1,1,1
EPSP_synthase,475,238,0.5,1,1,1
GIDA_assoc,282,138,0.49,0.99,1,1
FA_synthesis,247,113,0.46,1,1,1
PGK,259,118,0.46,1,1,1
GidB,317,131,0.41,1,1,1
Cadherin_C_2,16,6,0.38,1,1,1
PseudoU_synth_1,311,108,0.35,1,1,1
Thymidylate_kin,291,96,0.33,1,1,1
RNA_pol_Rpb1_4,35,4,0.11,1,1,1
